"County","State","State_FIPS","County_FIPS","Category","Percent_Change_Mortality_Rate_1980_2014"
"Pennington County"," South Dakota","46","103","Cardiovascular diseases",-54.31
"Perkins County"," South Dakota","46","105","Cardiovascular diseases",-43.96
"Potter County"," South Dakota","46","107","Cardiovascular diseases",-48.09
"Roberts County"," South Dakota","46","109","Cardiovascular diseases",-41.84
"Sanborn County"," South Dakota","46","111","Cardiovascular diseases",-53.84
"Spink County"," South Dakota","46","115","Cardiovascular diseases",-53.48
"Stanley County"," South Dakota","46","117","Cardiovascular diseases",-58.2
"Sully County"," South Dakota","46","119","Cardiovascular diseases",-55.81
"Todd County"," South Dakota","46","121","Cardiovascular diseases",-49.14
"Tripp County"," South Dakota","46","123","Cardiovascular diseases",-47.01
"Turner County"," South Dakota","46","125","Cardiovascular diseases",-44.31
"Union County"," South Dakota","46","127","Cardiovascular diseases",-57.89
"Walworth County"," South Dakota","46","129","Cardiovascular diseases",-46.62
"Yankton County"," South Dakota","46","135","Cardiovascular diseases",-52.07
"Ziebach County"," South Dakota","46","137","Cardiovascular diseases",-58.09
"Anderson County"," Tennessee","47","001","Cardiovascular diseases",-38.13
"Bedford County"," Tennessee","47","003","Cardiovascular diseases",-29.11
"Benton County"," Tennessee","47","005","Cardiovascular diseases",-19.91
"Bledsoe County"," Tennessee","47","007","Cardiovascular diseases",-44.81
"Blount County"," Tennessee","47","009","Cardiovascular diseases",-49.14
"Bradley County"," Tennessee","47","011","Cardiovascular diseases",-36.19
"Campbell County"," Tennessee","47","013","Cardiovascular diseases",-33.63
"Cannon County"," Tennessee","47","015","Cardiovascular diseases",-27.41
"Carroll County"," Tennessee","47","017","Cardiovascular diseases",-24.17
"Carter County"," Tennessee","47","019","Cardiovascular diseases",-37.18
"Cheatham County"," Tennessee","47","021","Cardiovascular diseases",-41.24
"Chester County"," Tennessee","47","023","Cardiovascular diseases",-36.93
"Claiborne County"," Tennessee","47","025","Cardiovascular diseases",-36.87
"Clay County"," Tennessee","47","027","Cardiovascular diseases",-27.83
"Cocke County"," Tennessee","47","029","Cardiovascular diseases",-36.06
"Coffee County"," Tennessee","47","031","Cardiovascular diseases",-28.68
"Crockett County"," Tennessee","47","033","Cardiovascular diseases",-19.79
"Cumberland County"," Tennessee","47","035","Cardiovascular diseases",-47.87
"Davidson County"," Tennessee","47","037","Cardiovascular diseases",-42.53
"DeKalb County"," Tennessee","47","041","Cardiovascular diseases",-35.4
"Decatur County"," Tennessee","47","039","Cardiovascular diseases",-25.6
"Dickson County"," Tennessee","47","043","Cardiovascular diseases",-42.41
"Dyer County"," Tennessee","47","045","Cardiovascular diseases",-33.53
"Fayette County"," Tennessee","47","047","Cardiovascular diseases",-41.22
"Fentress County"," Tennessee","47","049","Cardiovascular diseases",-34.34
"Franklin County"," Tennessee","47","051","Cardiovascular diseases",-42.87
"Gibson County"," Tennessee","47","053","Cardiovascular diseases",-32.37
"Giles County"," Tennessee","47","055","Cardiovascular diseases",-28.72
"Grainger County"," Tennessee","47","057","Cardiovascular diseases",-40.25
"Greene County"," Tennessee","47","059","Cardiovascular diseases",-36.15
"Grundy County"," Tennessee","47","061","Cardiovascular diseases",-23.62
"Hamblen County"," Tennessee","47","063","Cardiovascular diseases",-48.27
"Hamilton County"," Tennessee","47","065","Cardiovascular diseases",-49.22
"Hancock County"," Tennessee","47","067","Cardiovascular diseases",-36.28
"Hardeman County"," Tennessee","47","069","Cardiovascular diseases",-35.78
"Hardin County"," Tennessee","47","071","Cardiovascular diseases",-19.3
"Hawkins County"," Tennessee","47","073","Cardiovascular diseases",-39.04
"Haywood County"," Tennessee","47","075","Cardiovascular diseases",-31.73
"Henderson County"," Tennessee","47","077","Cardiovascular diseases",-28.85
"Henry County"," Tennessee","47","079","Cardiovascular diseases",-24.99
"Hickman County"," Tennessee","47","081","Cardiovascular diseases",-45.83
"Houston County"," Tennessee","47","083","Cardiovascular diseases",-33.99
"Humphreys County"," Tennessee","47","085","Cardiovascular diseases",-39.12
"Jackson County"," Tennessee","47","087","Cardiovascular diseases",-32.58
"Jefferson County"," Tennessee","47","089","Cardiovascular diseases",-37.39
"Johnson County"," Tennessee","47","091","Cardiovascular diseases",-39.91
"Knox County"," Tennessee","47","093","Cardiovascular diseases",-43.13
"Lake County"," Tennessee","47","095","Cardiovascular diseases",-28.5
"Lauderdale County"," Tennessee","47","097","Cardiovascular diseases",-33.15
"Lawrence County"," Tennessee","47","099","Cardiovascular diseases",-38.22
"Lewis County"," Tennessee","47","101","Cardiovascular diseases",-27.57
"Lincoln County"," Tennessee","47","103","Cardiovascular diseases",-34.96
"Loudon County"," Tennessee","47","105","Cardiovascular diseases",-54.61
"Macon County"," Tennessee","47","111","Cardiovascular diseases",-30.86
"Madison County"," Tennessee","47","113","Cardiovascular diseases",-42.56
"Marion County"," Tennessee","47","115","Cardiovascular diseases",-45.57
"Marshall County"," Tennessee","47","117","Cardiovascular diseases",-39
"Maury County"," Tennessee","47","119","Cardiovascular diseases",-49.96
"McMinn County"," Tennessee","47","107","Cardiovascular diseases",-37.2
"McNairy County"," Tennessee","47","109","Cardiovascular diseases",-24.88
"Meigs County"," Tennessee","47","121","Cardiovascular diseases",-33.35
"Monroe County"," Tennessee","47","123","Cardiovascular diseases",-37.87
"Montgomery County"," Tennessee","47","125","Cardiovascular diseases",-40.68
"Moore County"," Tennessee","47","127","Cardiovascular diseases",-41.7
"Morgan County"," Tennessee","47","129","Cardiovascular diseases",-47.59
"Obion County"," Tennessee","47","131","Cardiovascular diseases",-41.32
"Overton County"," Tennessee","47","133","Cardiovascular diseases",-31.24
"Perry County"," Tennessee","47","135","Cardiovascular diseases",-34.88
"Pickett County"," Tennessee","47","137","Cardiovascular diseases",-34
"Polk County"," Tennessee","47","139","Cardiovascular diseases",-38.49
"Putnam County"," Tennessee","47","141","Cardiovascular diseases",-44.54
"Rhea County"," Tennessee","47","143","Cardiovascular diseases",-39.93
"Roane County"," Tennessee","47","145","Cardiovascular diseases",-44.47
"Robertson County"," Tennessee","47","147","Cardiovascular diseases",-28.41
"Rutherford County"," Tennessee","47","149","Cardiovascular diseases",-42.25
"Scott County"," Tennessee","47","151","Cardiovascular diseases",-39.32
"Sequatchie County"," Tennessee","47","153","Cardiovascular diseases",-47.19
"Sevier County"," Tennessee","47","155","Cardiovascular diseases",-34.66
"Shelby County"," Tennessee","47","157","Cardiovascular diseases",-47.46
"Smith County"," Tennessee","47","159","Cardiovascular diseases",-31.76
"Stewart County"," Tennessee","47","161","Cardiovascular diseases",-28.37
"Sullivan County"," Tennessee","47","163","Cardiovascular diseases",-36.65
"Sumner County"," Tennessee","47","165","Cardiovascular diseases",-43.06
"Tipton County"," Tennessee","47","167","Cardiovascular diseases",-42.14
"Trousdale County"," Tennessee","47","169","Cardiovascular diseases",-34.59
"Unicoi County"," Tennessee","47","171","Cardiovascular diseases",-17.94
"Union County"," Tennessee","47","173","Cardiovascular diseases",-36.85
"Van Buren County"," Tennessee","47","175","Cardiovascular diseases",-32.91
"Warren County"," Tennessee","47","177","Cardiovascular diseases",-25.3
"Washington County"," Tennessee","47","179","Cardiovascular diseases",-36.78
"Wayne County"," Tennessee","47","181","Cardiovascular diseases",-34.43
"Weakley County"," Tennessee","47","183","Cardiovascular diseases",-44.24
"White County"," Tennessee","47","185","Cardiovascular diseases",-31.17
"Williamson County"," Tennessee","47","187","Cardiovascular diseases",-60.55
"Wilson County"," Tennessee","47","189","Cardiovascular diseases",-49.62
"Anderson County"," Texas","48","001","Cardiovascular diseases",-30.28
"Andrews County"," Texas","48","003","Cardiovascular diseases",-27.71
"Angelina County"," Texas","48","005","Cardiovascular diseases",-24.69
"Aransas County"," Texas","48","007","Cardiovascular diseases",-22.7
"Archer County"," Texas","48","009","Cardiovascular diseases",-42.4
"Armstrong County"," Texas","48","011","Cardiovascular diseases",-41.07
"Atascosa County"," Texas","48","013","Cardiovascular diseases",-46.7
"Austin County"," Texas","48","015","Cardiovascular diseases",-31.36
"Bailey County"," Texas","48","017","Cardiovascular diseases",-41.91
"Bandera County"," Texas","48","019","Cardiovascular diseases",-49.17
"Bastrop County"," Texas","48","021","Cardiovascular diseases",-38.89
"Baylor County"," Texas","48","023","Cardiovascular diseases",-37.53
"Bee County"," Texas","48","025","Cardiovascular diseases",-45.4
"Bell County"," Texas","48","027","Cardiovascular diseases",-49.44
"Bexar County"," Texas","48","029","Cardiovascular diseases",-47.39
"Blanco County"," Texas","48","031","Cardiovascular diseases",-38.77
"Borden County"," Texas","48","033","Cardiovascular diseases",-49.92
"Bosque County"," Texas","48","035","Cardiovascular diseases",-35.34
"Bowie County"," Texas","48","037","Cardiovascular diseases",-23.72
"Brazoria County"," Texas","48","039","Cardiovascular diseases",-42.15
"Brazos County"," Texas","48","041","Cardiovascular diseases",-45.02
"Brewster County"," Texas","48","043","Cardiovascular diseases",-48.5
"Briscoe County"," Texas","48","045","Cardiovascular diseases",-50.98
"Brooks County"," Texas","48","047","Cardiovascular diseases",-29.88
"Brown County"," Texas","48","049","Cardiovascular diseases",-32.32
"Burleson County"," Texas","48","051","Cardiovascular diseases",-40.94
"Burnet County"," Texas","48","053","Cardiovascular diseases",-46.4
"Caldwell County"," Texas","48","055","Cardiovascular diseases",-35.52
"Calhoun County"," Texas","48","057","Cardiovascular diseases",-44.5
"Callahan County"," Texas","48","059","Cardiovascular diseases",-39.11
"Cameron County"," Texas","48","061","Cardiovascular diseases",-46.38
"Camp County"," Texas","48","063","Cardiovascular diseases",-29.99
"Carson County"," Texas","48","065","Cardiovascular diseases",-30.53
"Cass County"," Texas","48","067","Cardiovascular diseases",-34.11
"Castro County"," Texas","48","069","Cardiovascular diseases",-55.85
"Chambers County"," Texas","48","071","Cardiovascular diseases",-47.71
"Cherokee County"," Texas","48","073","Cardiovascular diseases",-31.78
"Childress County"," Texas","48","075","Cardiovascular diseases",-43.67
"Clay County"," Texas","48","077","Cardiovascular diseases",-35.45
"Cochran County"," Texas","48","079","Cardiovascular diseases",-37.26
"Coke County"," Texas","48","081","Cardiovascular diseases",-37.07
"Coleman County"," Texas","48","083","Cardiovascular diseases",-40.04
"Collin County"," Texas","48","085","Cardiovascular diseases",-62.81
"Collingsworth County"," Texas","48","087","Cardiovascular diseases",-37.95
"Colorado County"," Texas","48","089","Cardiovascular diseases",-33.56
"Comal County"," Texas","48","091","Cardiovascular diseases",-49.18
"Comanche County"," Texas","48","093","Cardiovascular diseases",-37.93
"Concho County"," Texas","48","095","Cardiovascular diseases",-39.82
"Cooke County"," Texas","48","097","Cardiovascular diseases",-36.63
"Coryell County"," Texas","48","099","Cardiovascular diseases",-39.22
"Cottle County"," Texas","48","101","Cardiovascular diseases",-46.19
"Crane County"," Texas","48","103","Cardiovascular diseases",-29.5
"Crockett County"," Texas","48","105","Cardiovascular diseases",-37.5
"Crosby County"," Texas","48","107","Cardiovascular diseases",-41.18
"Culberson County"," Texas","48","109","Cardiovascular diseases",-44.85
"Dallam County"," Texas","48","111","Cardiovascular diseases",-36.12
"Dallas County"," Texas","48","113","Cardiovascular diseases",-49.92
"Dawson County"," Texas","48","115","Cardiovascular diseases",-37.65
"DeWitt County"," Texas","48","123","Cardiovascular diseases",-39.75
"Deaf Smith County"," Texas","48","117","Cardiovascular diseases",-41.4
"Delta County"," Texas","48","119","Cardiovascular diseases",-33.48
"Denton County"," Texas","48","121","Cardiovascular diseases",-55.9
"Dickens County"," Texas","48","125","Cardiovascular diseases",-44.34
"Dimmit County"," Texas","48","127","Cardiovascular diseases",-33.06
"Donley County"," Texas","48","129","Cardiovascular diseases",-36.98
"Duval County"," Texas","48","131","Cardiovascular diseases",-41.58
"Eastland County"," Texas","48","133","Cardiovascular diseases",-36.19
"Ector County"," Texas","48","135","Cardiovascular diseases",-7.69
"Edwards County"," Texas","48","137","Cardiovascular diseases",-48.87
"El Paso County"," Texas","48","141","Cardiovascular diseases",-46.94
"Ellis County"," Texas","48","139","Cardiovascular diseases",-46.57
"Erath County"," Texas","48","143","Cardiovascular diseases",-41.15
"Falls County"," Texas","48","145","Cardiovascular diseases",-30.48
"Fannin County"," Texas","48","147","Cardiovascular diseases",-26.35
"Fayette County"," Texas","48","149","Cardiovascular diseases",-35.65
"Fisher County"," Texas","48","151","Cardiovascular diseases",-36.04
"Floyd County"," Texas","48","153","Cardiovascular diseases",-48.72
"Foard County"," Texas","48","155","Cardiovascular diseases",-38.69
"Fort Bend County"," Texas","48","157","Cardiovascular diseases",-57.43
"Franklin County"," Texas","48","159","Cardiovascular diseases",-46.78
"Freestone County"," Texas","48","161","Cardiovascular diseases",-34.45
"Frio County"," Texas","48","163","Cardiovascular diseases",-37.83
"Gaines County"," Texas","48","165","Cardiovascular diseases",-38.17
"Galveston County"," Texas","48","167","Cardiovascular diseases",-51.31
"Garza County"," Texas","48","169","Cardiovascular diseases",-41.44
"Gillespie County"," Texas","48","171","Cardiovascular diseases",-45.3
"Glasscock County"," Texas","48","173","Cardiovascular diseases",-44.4
"Goliad County"," Texas","48","175","Cardiovascular diseases",-53.93
"Gonzales County"," Texas","48","177","Cardiovascular diseases",-43.04
"Gray County"," Texas","48","179","Cardiovascular diseases",-31.99
"Grayson County"," Texas","48","181","Cardiovascular diseases",-44.71
"Gregg County"," Texas","48","183","Cardiovascular diseases",-36.09
"Grimes County"," Texas","48","185","Cardiovascular diseases",-36.13
"Guadalupe County"," Texas","48","187","Cardiovascular diseases",-43.31
"Hale County"," Texas","48","189","Cardiovascular diseases",-48.65
"Hall County"," Texas","48","191","Cardiovascular diseases",-41.24
"Hamilton County"," Texas","48","193","Cardiovascular diseases",-31.9
"Hansford County"," Texas","48","195","Cardiovascular diseases",-28.98
"Hardeman County"," Texas","48","197","Cardiovascular diseases",-49.53
"Hardin County"," Texas","48","199","Cardiovascular diseases",-39.58
"Harris County"," Texas","48","201","Cardiovascular diseases",-52.21
"Harrison County"," Texas","48","203","Cardiovascular diseases",-43.11
"Hartley County"," Texas","48","205","Cardiovascular diseases",-47.11
"Haskell County"," Texas","48","207","Cardiovascular diseases",-35.17
"Hays County"," Texas","48","209","Cardiovascular diseases",-47.24
"Hemphill County"," Texas","48","211","Cardiovascular diseases",-31.56
"Henderson County"," Texas","48","213","Cardiovascular diseases",-24.89
"Hidalgo County"," Texas","48","215","Cardiovascular diseases",-43.94
"Hill County"," Texas","48","217","Cardiovascular diseases",-47.39
"Hockley County"," Texas","48","219","Cardiovascular diseases",-36.1
"Hood County"," Texas","48","221","Cardiovascular diseases",-40.55
"Hopkins County"," Texas","48","223","Cardiovascular diseases",-41.11
"Houston County"," Texas","48","225","Cardiovascular diseases",-34.03
"Howard County"," Texas","48","227","Cardiovascular diseases",-28.95
"Hudspeth County"," Texas","48","229","Cardiovascular diseases",-52.68
"Hunt County"," Texas","48","231","Cardiovascular diseases",-30.71
"Hutchinson County"," Texas","48","233","Cardiovascular diseases",-27.92
"Irion County"," Texas","48","235","Cardiovascular diseases",-45.63
"Jack County"," Texas","48","237","Cardiovascular diseases",-39.57
"Jackson County"," Texas","48","239","Cardiovascular diseases",-37.82
"Jasper County"," Texas","48","241","Cardiovascular diseases",-32.28
"Jeff Davis County"," Texas","48","243","Cardiovascular diseases",-49.46
"Jefferson County"," Texas","48","245","Cardiovascular diseases",-34.78
"Jim Hogg County"," Texas","48","247","Cardiovascular diseases",-32.58
"Jim Wells County"," Texas","48","249","Cardiovascular diseases",-34.87
"Johnson County"," Texas","48","251","Cardiovascular diseases",-37.66
"Jones County"," Texas","48","253","Cardiovascular diseases",-34.74
"Karnes County"," Texas","48","255","Cardiovascular diseases",-40.09
"Kaufman County"," Texas","48","257","Cardiovascular diseases",-40.21
"Kendall County"," Texas","48","259","Cardiovascular diseases",-47.48
"Kenedy County"," Texas","48","261","Cardiovascular diseases",-43.34
"Kent County"," Texas","48","263","Cardiovascular diseases",-40.23
"Kerr County"," Texas","48","265","Cardiovascular diseases",-40.04
"Kimble County"," Texas","48","267","Cardiovascular diseases",-31.37
"King County"," Texas","48","269","Cardiovascular diseases",-45.64
"Kinney County"," Texas","48","271","Cardiovascular diseases",-54.23
"Kleberg County"," Texas","48","273","Cardiovascular diseases",-32.76
"Knox County"," Texas","48","275","Cardiovascular diseases",-45.68
"La Salle County"," Texas","48","283","Cardiovascular diseases",-44.92
"Lamar County"," Texas","48","277","Cardiovascular diseases",-30.57
"Lamb County"," Texas","48","279","Cardiovascular diseases",-40.83
"Lampasas County"," Texas","48","281","Cardiovascular diseases",-47.6
"Lavaca County"," Texas","48","285","Cardiovascular diseases",-37.59
"Lee County"," Texas","48","287","Cardiovascular diseases",-32.63
"Leon County"," Texas","48","289","Cardiovascular diseases",-41.72
"Liberty County"," Texas","48","291","Cardiovascular diseases",-32.31
"Limestone County"," Texas","48","293","Cardiovascular diseases",-33.03
"Lipscomb County"," Texas","48","295","Cardiovascular diseases",-29.16
"Live Oak County"," Texas","48","297","Cardiovascular diseases",-46.1
"Llano County"," Texas","48","299","Cardiovascular diseases",-47.67
"Loving County"," Texas","48","301","Cardiovascular diseases",-26.78
"Lubbock County"," Texas","48","303","Cardiovascular diseases",-43.69
"Lynn County"," Texas","48","305","Cardiovascular diseases",-37.24
"Madison County"," Texas","48","313","Cardiovascular diseases",-28.82
"Marion County"," Texas","48","315","Cardiovascular diseases",-34.99
"Martin County"," Texas","48","317","Cardiovascular diseases",-31.34
"Mason County"," Texas","48","319","Cardiovascular diseases",-51.08
"Matagorda County"," Texas","48","321","Cardiovascular diseases",-38.27
"Maverick County"," Texas","48","323","Cardiovascular diseases",-37.42
"McCulloch County"," Texas","48","307","Cardiovascular diseases",-37
"McLennan County"," Texas","48","309","Cardiovascular diseases",-47.08
"McMullen County"," Texas","48","311","Cardiovascular diseases",-46.97
"Medina County"," Texas","48","325","Cardiovascular diseases",-35.12
"Menard County"," Texas","48","327","Cardiovascular diseases",-32.31
"Midland County"," Texas","48","329","Cardiovascular diseases",-39.34
"Milam County"," Texas","48","331","Cardiovascular diseases",-38.56
"Mills County"," Texas","48","333","Cardiovascular diseases",-50.13
"Mitchell County"," Texas","48","335","Cardiovascular diseases",-26.47
"Montague County"," Texas","48","337","Cardiovascular diseases",-28.62
"Montgomery County"," Texas","48","339","Cardiovascular diseases",-45.84
"Moore County"," Texas","48","341","Cardiovascular diseases",-41.77
"Morris County"," Texas","48","343","Cardiovascular diseases",-29.46
"Motley County"," Texas","48","345","Cardiovascular diseases",-36.61
"Nacogdoches County"," Texas","48","347","Cardiovascular diseases",-38.68
"Navarro County"," Texas","48","349","Cardiovascular diseases",-33.7
"Newton County"," Texas","48","351","Cardiovascular diseases",-21.57
"Nolan County"," Texas","48","353","Cardiovascular diseases",-19.32
"Nueces County"," Texas","48","355","Cardiovascular diseases",-50.69
"Ochiltree County"," Texas","48","357","Cardiovascular diseases",-27.21
"Oldham County"," Texas","48","359","Cardiovascular diseases",-45.09
"Orange County"," Texas","48","361","Cardiovascular diseases",-31.82
"Palo Pinto County"," Texas","48","363","Cardiovascular diseases",-28.85
"Panola County"," Texas","48","365","Cardiovascular diseases",-43.05
"Parker County"," Texas","48","367","Cardiovascular diseases",-43.21
"Parmer County"," Texas","48","369","Cardiovascular diseases",-44.14
"Pecos County"," Texas","48","371","Cardiovascular diseases",-34.21
"Polk County"," Texas","48","373","Cardiovascular diseases",-12.87
"Potter County"," Texas","48","375","Cardiovascular diseases",-32.79
"Presidio County"," Texas","48","377","Cardiovascular diseases",-60.28
"Rains County"," Texas","48","379","Cardiovascular diseases",-39.19
"Randall County"," Texas","48","381","Cardiovascular diseases",-45.16
"Reagan County"," Texas","48","383","Cardiovascular diseases",-27.04
"Real County"," Texas","48","385","Cardiovascular diseases",-36.89
"Red River County"," Texas","48","387","Cardiovascular diseases",-28.08
"Reeves County"," Texas","48","389","Cardiovascular diseases",-37.16
"Refugio County"," Texas","48","391","Cardiovascular diseases",-41.87
"Roberts County"," Texas","48","393","Cardiovascular diseases",-29.77
"Robertson County"," Texas","48","395","Cardiovascular diseases",-35.88
"Rockwall County"," Texas","48","397","Cardiovascular diseases",-52.31
"Runnels County"," Texas","48","399","Cardiovascular diseases",-38.11
"Rusk County"," Texas","48","401","Cardiovascular diseases",-27.05
"Sabine County"," Texas","48","403","Cardiovascular diseases",-33.16
"San Augustine County"," Texas","48","405","Cardiovascular diseases",-37.57
"San Jacinto County"," Texas","48","407","Cardiovascular diseases",-29.46
"San Patricio County"," Texas","48","409","Cardiovascular diseases",-44.58
"San Saba County"," Texas","48","411","Cardiovascular diseases",-43.24
"Schleicher County"," Texas","48","413","Cardiovascular diseases",-40.76
"Scurry County"," Texas","48","415","Cardiovascular diseases",-39.44
"Shackelford County"," Texas","48","417","Cardiovascular diseases",-39.48
"Shelby County"," Texas","48","419","Cardiovascular diseases",-30.78
"Sherman County"," Texas","48","421","Cardiovascular diseases",-43.11
"Smith County"," Texas","48","423","Cardiovascular diseases",-34.45
"Somervell County"," Texas","48","425","Cardiovascular diseases",-46.78
"Starr County"," Texas","48","427","Cardiovascular diseases",-27.51
"Stephens County"," Texas","48","429","Cardiovascular diseases",-46.75
"Sterling County"," Texas","48","431","Cardiovascular diseases",-36.46
"Stonewall County"," Texas","48","433","Cardiovascular diseases",-41.32
"Sutton County"," Texas","48","435","Cardiovascular diseases",-50.22
"Swisher County"," Texas","48","437","Cardiovascular diseases",-50.32
"Tarrant County"," Texas","48","439","Cardiovascular diseases",-50.55
"Taylor County"," Texas","48","441","Cardiovascular diseases",-36.69
"Terrell County"," Texas","48","443","Cardiovascular diseases",-38.46
"Terry County"," Texas","48","445","Cardiovascular diseases",-27.31
"Throckmorton County"," Texas","48","447","Cardiovascular diseases",-43.36
"Titus County"," Texas","48","449","Cardiovascular diseases",-47.15
"Tom Green County"," Texas","48","451","Cardiovascular diseases",-45.4
"Travis County"," Texas","48","453","Cardiovascular diseases",-55.21
"Trinity County"," Texas","48","455","Cardiovascular diseases",-29.71
"Tyler County"," Texas","48","457","Cardiovascular diseases",-32.94
"Upshur County"," Texas","48","459","Cardiovascular diseases",-26.48
"Upton County"," Texas","48","461","Cardiovascular diseases",-33.74
"Uvalde County"," Texas","48","463","Cardiovascular diseases",-39.35
"Val Verde County"," Texas","48","465","Cardiovascular diseases",-50.51
"Van Zandt County"," Texas","48","467","Cardiovascular diseases",-35.83
"Victoria County"," Texas","48","469","Cardiovascular diseases",-49.63
"Walker County"," Texas","48","471","Cardiovascular diseases",-32.32
"Waller County"," Texas","48","473","Cardiovascular diseases",-34.55
"Ward County"," Texas","48","475","Cardiovascular diseases",-30.84
"Washington County"," Texas","48","477","Cardiovascular diseases",-45.49
"Webb County"," Texas","48","479","Cardiovascular diseases",-41.94
"Wharton County"," Texas","48","481","Cardiovascular diseases",-40.5
"Wheeler County"," Texas","48","483","Cardiovascular diseases",-29
"Wichita County"," Texas","48","485","Cardiovascular diseases",-29.23
"Wilbarger County"," Texas","48","487","Cardiovascular diseases",-25.79
"Willacy County"," Texas","48","489","Cardiovascular diseases",-55.72
"Williamson County"," Texas","48","491","Cardiovascular diseases",-64.51
"Wilson County"," Texas","48","493","Cardiovascular diseases",-42.43
"Winkler County"," Texas","48","495","Cardiovascular diseases",-17.86
"Wise County"," Texas","48","497","Cardiovascular diseases",-31.12
"Wood County"," Texas","48","499","Cardiovascular diseases",-38.44
"Yoakum County"," Texas","48","501","Cardiovascular diseases",-45.64
"Young County"," Texas","48","503","Cardiovascular diseases",-28.86
"Zapata County"," Texas","48","505","Cardiovascular diseases",-32.62
"Zavala County"," Texas","48","507","Cardiovascular diseases",-37.03
"Beaver County"," Utah","49","001","Cardiovascular diseases",-31.24
"Box Elder County"," Utah","49","003","Cardiovascular diseases",-36.88
"Cache County"," Utah","49","005","Cardiovascular diseases",-44.85
"Carbon County"," Utah","49","007","Cardiovascular diseases",-22.94
"Daggett County"," Utah","49","009","Cardiovascular diseases",-51.38
"Davis County"," Utah","49","011","Cardiovascular diseases",-42.67
"Duchesne County"," Utah","49","013","Cardiovascular diseases",-46.67
"Emery County"," Utah","49","015","Cardiovascular diseases",-37.54
"Garfield County"," Utah","49","017","Cardiovascular diseases",-46.01
"Grand County"," Utah","49","019","Cardiovascular diseases",-45.58
"Iron County"," Utah","49","021","Cardiovascular diseases",-34.22
"Juab County"," Utah","49","023","Cardiovascular diseases",-31.83
"Kane County"," Utah","49","025","Cardiovascular diseases",-34.72
"Millard County"," Utah","49","027","Cardiovascular diseases",-36.09
"Morgan County"," Utah","49","029","Cardiovascular diseases",-53.59
"Piute County"," Utah","49","031","Cardiovascular diseases",-39.96
"Rich County"," Utah","49","033","Cardiovascular diseases",-49.55
"Salt Lake County"," Utah","49","035","Cardiovascular diseases",-42.83
"San Juan County"," Utah","49","037","Cardiovascular diseases",-48.48
"Sanpete County"," Utah","49","039","Cardiovascular diseases",-39.73
"Sevier County"," Utah","49","041","Cardiovascular diseases",-31.02
"Summit County"," Utah","49","043","Cardiovascular diseases",-51.39
"Tooele County"," Utah","49","045","Cardiovascular diseases",-45.06
"Uintah County"," Utah","49","047","Cardiovascular diseases",-44.69
"Utah County"," Utah","49","049","Cardiovascular diseases",-39.5
"Wasatch County"," Utah","49","051","Cardiovascular diseases",-52.29
"Washington County"," Utah","49","053","Cardiovascular diseases",-46.65
"Wayne County"," Utah","49","055","Cardiovascular diseases",-37.09
"Weber County"," Utah","49","057","Cardiovascular diseases",-39.84
"Addison County"," Vermont","50","001","Cardiovascular diseases",-55.65
"Bennington County"," Vermont","50","003","Cardiovascular diseases",-47.33
"Caledonia County"," Vermont","50","005","Cardiovascular diseases",-50.55
"Chittenden County"," Vermont","50","007","Cardiovascular diseases",-62.23
"Essex County"," Vermont","50","009","Cardiovascular diseases",-56.83
"Franklin County"," Vermont","50","011","Cardiovascular diseases",-55.7
"Grand Isle County"," Vermont","50","013","Cardiovascular diseases",-59.61
"Lamoille County"," Vermont","50","015","Cardiovascular diseases",-50.12
"Orange County"," Vermont","50","017","Cardiovascular diseases",-47.82
"Orleans County"," Vermont","50","019","Cardiovascular diseases",-46.93
"Rutland County"," Vermont","50","021","Cardiovascular diseases",-54.74
"Washington County"," Vermont","50","023","Cardiovascular diseases",-50.57
"Windham County"," Vermont","50","025","Cardiovascular diseases",-48.7
"Windsor County"," Vermont","50","027","Cardiovascular diseases",-50.59
"Accomack County"," Virginia","51","001","Cardiovascular diseases",-49.84
"Albemarle County"," Virginia","51","003","Cardiovascular diseases",-61.57
"Alexandria City"," Virginia","51","510","Cardiovascular diseases",-57.88
"Alleghany County"," Virginia","51","005","Cardiovascular diseases",-46.3
"Amelia County"," Virginia","51","007","Cardiovascular diseases",-50.6
"Amherst County"," Virginia","51","009","Cardiovascular diseases",-52.17
"Appomattox County"," Virginia","51","011","Cardiovascular diseases",-41.16
"Arlington County"," Virginia","51","013","Cardiovascular diseases",-56.02
"Augusta County"," Virginia","51","015","Cardiovascular diseases",-53.77
"Bath County"," Virginia","51","017","Cardiovascular diseases",-50.16
"Bedford County"," Virginia","51","019","Cardiovascular diseases",-53.3
"Bland County"," Virginia","51","021","Cardiovascular diseases",-39.18
"Botetourt County"," Virginia","51","023","Cardiovascular diseases",-51.08
"Bristol City"," Virginia","51","520","Cardiovascular diseases",-35.14
"Brunswick County"," Virginia","51","025","Cardiovascular diseases",-44.58
"Buchanan County"," Virginia","51","027","Cardiovascular diseases",-45.76
"Buckingham County"," Virginia","51","029","Cardiovascular diseases",-46.02
"Buena Vista City"," Virginia","51","530","Cardiovascular diseases",-63.12
"Campbell County"," Virginia","51","031","Cardiovascular diseases",-51.61
"Caroline County"," Virginia","51","033","Cardiovascular diseases",-49.29
"Carroll County"," Virginia","51","035","Cardiovascular diseases",-39.48
