"County","State","FIPS","GEO_ID","Category","Percent_Change_Mortality_Rate_1980_2014"
"Coryell County"," Texas",48099,"0500000US048099","Cardiovascular diseases",-39.22
"Cottle County"," Texas",48101,"0500000US048101","Cardiovascular diseases",-46.19
"Crane County"," Texas",48103,"0500000US048103","Cardiovascular diseases",-29.5
"Crockett County"," Texas",48105,"0500000US048105","Cardiovascular diseases",-37.5
"Crosby County"," Texas",48107,"0500000US048107","Cardiovascular diseases",-41.18
"Culberson County"," Texas",48109,"0500000US048109","Cardiovascular diseases",-44.85
"Dallam County"," Texas",48111,"0500000US048111","Cardiovascular diseases",-36.12
"Dallas County"," Texas",48113,"0500000US048113","Cardiovascular diseases",-49.92
"Dawson County"," Texas",48115,"0500000US048115","Cardiovascular diseases",-37.65
"DeWitt County"," Texas",48123,"0500000US048123","Cardiovascular diseases",-39.75
"Deaf Smith County"," Texas",48117,"0500000US048117","Cardiovascular diseases",-41.4
"Delta County"," Texas",48119,"0500000US048119","Cardiovascular diseases",-33.48
"Denton County"," Texas",48121,"0500000US048121","Cardiovascular diseases",-55.9
"Dickens County"," Texas",48125,"0500000US048125","Cardiovascular diseases",-44.34
"Dimmit County"," Texas",48127,"0500000US048127","Cardiovascular diseases",-33.06
"Donley County"," Texas",48129,"0500000US048129","Cardiovascular diseases",-36.98
"Duval County"," Texas",48131,"0500000US048131","Cardiovascular diseases",-41.58
"Eastland County"," Texas",48133,"0500000US048133","Cardiovascular diseases",-36.19
"Ector County"," Texas",48135,"0500000US048135","Cardiovascular diseases",-7.69
"Edwards County"," Texas",48137,"0500000US048137","Cardiovascular diseases",-48.87
"El Paso County"," Texas",48141,"0500000US048141","Cardiovascular diseases",-46.94
"Ellis County"," Texas",48139,"0500000US048139","Cardiovascular diseases",-46.57
"Erath County"," Texas",48143,"0500000US048143","Cardiovascular diseases",-41.15
"Falls County"," Texas",48145,"0500000US048145","Cardiovascular diseases",-30.48
"Fannin County"," Texas",48147,"0500000US048147","Cardiovascular diseases",-26.35
"Fayette County"," Texas",48149,"0500000US048149","Cardiovascular diseases",-35.65
"Fisher County"," Texas",48151,"0500000US048151","Cardiovascular diseases",-36.04
"Floyd County"," Texas",48153,"0500000US048153","Cardiovascular diseases",-48.72
"Foard County"," Texas",48155,"0500000US048155","Cardiovascular diseases",-38.69
"Fort Bend County"," Texas",48157,"0500000US048157","Cardiovascular diseases",-57.43
"Franklin County"," Texas",48159,"0500000US048159","Cardiovascular diseases",-46.78
"Freestone County"," Texas",48161,"0500000US048161","Cardiovascular diseases",-34.45
"Frio County"," Texas",48163,"0500000US048163","Cardiovascular diseases",-37.83
"Gaines County"," Texas",48165,"0500000US048165","Cardiovascular diseases",-38.17
"Galveston County"," Texas",48167,"0500000US048167","Cardiovascular diseases",-51.31
"Garza County"," Texas",48169,"0500000US048169","Cardiovascular diseases",-41.44
"Gillespie County"," Texas",48171,"0500000US048171","Cardiovascular diseases",-45.3
"Glasscock County"," Texas",48173,"0500000US048173","Cardiovascular diseases",-44.4
"Goliad County"," Texas",48175,"0500000US048175","Cardiovascular diseases",-53.93
"Gonzales County"," Texas",48177,"0500000US048177","Cardiovascular diseases",-43.04
"Gray County"," Texas",48179,"0500000US048179","Cardiovascular diseases",-31.99
"Grayson County"," Texas",48181,"0500000US048181","Cardiovascular diseases",-44.71
"Gregg County"," Texas",48183,"0500000US048183","Cardiovascular diseases",-36.09
"Grimes County"," Texas",48185,"0500000US048185","Cardiovascular diseases",-36.13
"Guadalupe County"," Texas",48187,"0500000US048187","Cardiovascular diseases",-43.31
"Hale County"," Texas",48189,"0500000US048189","Cardiovascular diseases",-48.65
"Hall County"," Texas",48191,"0500000US048191","Cardiovascular diseases",-41.24
"Hamilton County"," Texas",48193,"0500000US048193","Cardiovascular diseases",-31.9
"Hansford County"," Texas",48195,"0500000US048195","Cardiovascular diseases",-28.98
"Hardeman County"," Texas",48197,"0500000US048197","Cardiovascular diseases",-49.53
"Hardin County"," Texas",48199,"0500000US048199","Cardiovascular diseases",-39.58
"Harris County"," Texas",48201,"0500000US048201","Cardiovascular diseases",-52.21
"Harrison County"," Texas",48203,"0500000US048203","Cardiovascular diseases",-43.11
"Hartley County"," Texas",48205,"0500000US048205","Cardiovascular diseases",-47.11
"Haskell County"," Texas",48207,"0500000US048207","Cardiovascular diseases",-35.17
"Hays County"," Texas",48209,"0500000US048209","Cardiovascular diseases",-47.24
"Hemphill County"," Texas",48211,"0500000US048211","Cardiovascular diseases",-31.56
"Henderson County"," Texas",48213,"0500000US048213","Cardiovascular diseases",-24.89
"Hidalgo County"," Texas",48215,"0500000US048215","Cardiovascular diseases",-43.94
"Hill County"," Texas",48217,"0500000US048217","Cardiovascular diseases",-47.39
"Hockley County"," Texas",48219,"0500000US048219","Cardiovascular diseases",-36.1
"Hood County"," Texas",48221,"0500000US048221","Cardiovascular diseases",-40.55
"Hopkins County"," Texas",48223,"0500000US048223","Cardiovascular diseases",-41.11
"Houston County"," Texas",48225,"0500000US048225","Cardiovascular diseases",-34.03
"Howard County"," Texas",48227,"0500000US048227","Cardiovascular diseases",-28.95
"Hudspeth County"," Texas",48229,"0500000US048229","Cardiovascular diseases",-52.68
"Hunt County"," Texas",48231,"0500000US048231","Cardiovascular diseases",-30.71
"Hutchinson County"," Texas",48233,"0500000US048233","Cardiovascular diseases",-27.92
"Irion County"," Texas",48235,"0500000US048235","Cardiovascular diseases",-45.63
"Jack County"," Texas",48237,"0500000US048237","Cardiovascular diseases",-39.57
"Jackson County"," Texas",48239,"0500000US048239","Cardiovascular diseases",-37.82
"Jasper County"," Texas",48241,"0500000US048241","Cardiovascular diseases",-32.28
"Jeff Davis County"," Texas",48243,"0500000US048243","Cardiovascular diseases",-49.46
"Jefferson County"," Texas",48245,"0500000US048245","Cardiovascular diseases",-34.78
"Jim Hogg County"," Texas",48247,"0500000US048247","Cardiovascular diseases",-32.58
"Jim Wells County"," Texas",48249,"0500000US048249","Cardiovascular diseases",-34.87
"Johnson County"," Texas",48251,"0500000US048251","Cardiovascular diseases",-37.66
"Jones County"," Texas",48253,"0500000US048253","Cardiovascular diseases",-34.74
"Karnes County"," Texas",48255,"0500000US048255","Cardiovascular diseases",-40.09
"Kaufman County"," Texas",48257,"0500000US048257","Cardiovascular diseases",-40.21
"Kendall County"," Texas",48259,"0500000US048259","Cardiovascular diseases",-47.48
"Kenedy County"," Texas",48261,"0500000US048261","Cardiovascular diseases",-43.34
"Kent County"," Texas",48263,"0500000US048263","Cardiovascular diseases",-40.23
"Kerr County"," Texas",48265,"0500000US048265","Cardiovascular diseases",-40.04
"Kimble County"," Texas",48267,"0500000US048267","Cardiovascular diseases",-31.37
"King County"," Texas",48269,"0500000US048269","Cardiovascular diseases",-45.64
"Kinney County"," Texas",48271,"0500000US048271","Cardiovascular diseases",-54.23
"Kleberg County"," Texas",48273,"0500000US048273","Cardiovascular diseases",-32.76
"Knox County"," Texas",48275,"0500000US048275","Cardiovascular diseases",-45.68
"La Salle County"," Texas",48283,"0500000US048283","Cardiovascular diseases",-44.92
"Lamar County"," Texas",48277,"0500000US048277","Cardiovascular diseases",-30.57
"Lamb County"," Texas",48279,"0500000US048279","Cardiovascular diseases",-40.83
"Lampasas County"," Texas",48281,"0500000US048281","Cardiovascular diseases",-47.6
"Lavaca County"," Texas",48285,"0500000US048285","Cardiovascular diseases",-37.59
"Lee County"," Texas",48287,"0500000US048287","Cardiovascular diseases",-32.63
"Leon County"," Texas",48289,"0500000US048289","Cardiovascular diseases",-41.72
"Liberty County"," Texas",48291,"0500000US048291","Cardiovascular diseases",-32.31
"Limestone County"," Texas",48293,"0500000US048293","Cardiovascular diseases",-33.03
"Lipscomb County"," Texas",48295,"0500000US048295","Cardiovascular diseases",-29.16
"Live Oak County"," Texas",48297,"0500000US048297","Cardiovascular diseases",-46.1
"Llano County"," Texas",48299,"0500000US048299","Cardiovascular diseases",-47.67
"Loving County"," Texas",48301,"0500000US048301","Cardiovascular diseases",-26.78
"Lubbock County"," Texas",48303,"0500000US048303","Cardiovascular diseases",-43.69
"Lynn County"," Texas",48305,"0500000US048305","Cardiovascular diseases",-37.24
"Madison County"," Texas",48313,"0500000US048313","Cardiovascular diseases",-28.82
"Marion County"," Texas",48315,"0500000US048315","Cardiovascular diseases",-34.99
"Martin County"," Texas",48317,"0500000US048317","Cardiovascular diseases",-31.34
"Mason County"," Texas",48319,"0500000US048319","Cardiovascular diseases",-51.08
"Matagorda County"," Texas",48321,"0500000US048321","Cardiovascular diseases",-38.27
"Maverick County"," Texas",48323,"0500000US048323","Cardiovascular diseases",-37.42
"McCulloch County"," Texas",48307,"0500000US048307","Cardiovascular diseases",-37
"McLennan County"," Texas",48309,"0500000US048309","Cardiovascular diseases",-47.08
"McMullen County"," Texas",48311,"0500000US048311","Cardiovascular diseases",-46.97
"Medina County"," Texas",48325,"0500000US048325","Cardiovascular diseases",-35.12
"Menard County"," Texas",48327,"0500000US048327","Cardiovascular diseases",-32.31
"Midland County"," Texas",48329,"0500000US048329","Cardiovascular diseases",-39.34
"Milam County"," Texas",48331,"0500000US048331","Cardiovascular diseases",-38.56
"Mills County"," Texas",48333,"0500000US048333","Cardiovascular diseases",-50.13
"Mitchell County"," Texas",48335,"0500000US048335","Cardiovascular diseases",-26.47
"Montague County"," Texas",48337,"0500000US048337","Cardiovascular diseases",-28.62
"Montgomery County"," Texas",48339,"0500000US048339","Cardiovascular diseases",-45.84
"Moore County"," Texas",48341,"0500000US048341","Cardiovascular diseases",-41.77
"Morris County"," Texas",48343,"0500000US048343","Cardiovascular diseases",-29.46
"Motley County"," Texas",48345,"0500000US048345","Cardiovascular diseases",-36.61
"Nacogdoches County"," Texas",48347,"0500000US048347","Cardiovascular diseases",-38.68
"Navarro County"," Texas",48349,"0500000US048349","Cardiovascular diseases",-33.7
"Newton County"," Texas",48351,"0500000US048351","Cardiovascular diseases",-21.57
"Nolan County"," Texas",48353,"0500000US048353","Cardiovascular diseases",-19.32
"Nueces County"," Texas",48355,"0500000US048355","Cardiovascular diseases",-50.69
"Ochiltree County"," Texas",48357,"0500000US048357","Cardiovascular diseases",-27.21
"Oldham County"," Texas",48359,"0500000US048359","Cardiovascular diseases",-45.09
"Orange County"," Texas",48361,"0500000US048361","Cardiovascular diseases",-31.82
"Palo Pinto County"," Texas",48363,"0500000US048363","Cardiovascular diseases",-28.85
"Panola County"," Texas",48365,"0500000US048365","Cardiovascular diseases",-43.05
"Parker County"," Texas",48367,"0500000US048367","Cardiovascular diseases",-43.21
"Parmer County"," Texas",48369,"0500000US048369","Cardiovascular diseases",-44.14
"Pecos County"," Texas",48371,"0500000US048371","Cardiovascular diseases",-34.21
"Polk County"," Texas",48373,"0500000US048373","Cardiovascular diseases",-12.87
"Potter County"," Texas",48375,"0500000US048375","Cardiovascular diseases",-32.79
"Presidio County"," Texas",48377,"0500000US048377","Cardiovascular diseases",-60.28
"Rains County"," Texas",48379,"0500000US048379","Cardiovascular diseases",-39.19
"Randall County"," Texas",48381,"0500000US048381","Cardiovascular diseases",-45.16
"Reagan County"," Texas",48383,"0500000US048383","Cardiovascular diseases",-27.04
"Real County"," Texas",48385,"0500000US048385","Cardiovascular diseases",-36.89
"Red River County"," Texas",48387,"0500000US048387","Cardiovascular diseases",-28.08
"Reeves County"," Texas",48389,"0500000US048389","Cardiovascular diseases",-37.16
"Refugio County"," Texas",48391,"0500000US048391","Cardiovascular diseases",-41.87
"Roberts County"," Texas",48393,"0500000US048393","Cardiovascular diseases",-29.77
"Robertson County"," Texas",48395,"0500000US048395","Cardiovascular diseases",-35.88
"Rockwall County"," Texas",48397,"0500000US048397","Cardiovascular diseases",-52.31
"Runnels County"," Texas",48399,"0500000US048399","Cardiovascular diseases",-38.11
"Rusk County"," Texas",48401,"0500000US048401","Cardiovascular diseases",-27.05
"Sabine County"," Texas",48403,"0500000US048403","Cardiovascular diseases",-33.16
"San Augustine County"," Texas",48405,"0500000US048405","Cardiovascular diseases",-37.57
"San Jacinto County"," Texas",48407,"0500000US048407","Cardiovascular diseases",-29.46
"San Patricio County"," Texas",48409,"0500000US048409","Cardiovascular diseases",-44.58
"San Saba County"," Texas",48411,"0500000US048411","Cardiovascular diseases",-43.24
"Schleicher County"," Texas",48413,"0500000US048413","Cardiovascular diseases",-40.76
"Scurry County"," Texas",48415,"0500000US048415","Cardiovascular diseases",-39.44
"Shackelford County"," Texas",48417,"0500000US048417","Cardiovascular diseases",-39.48
"Shelby County"," Texas",48419,"0500000US048419","Cardiovascular diseases",-30.78
"Sherman County"," Texas",48421,"0500000US048421","Cardiovascular diseases",-43.11
"Smith County"," Texas",48423,"0500000US048423","Cardiovascular diseases",-34.45
"Somervell County"," Texas",48425,"0500000US048425","Cardiovascular diseases",-46.78
"Starr County"," Texas",48427,"0500000US048427","Cardiovascular diseases",-27.51
"Stephens County"," Texas",48429,"0500000US048429","Cardiovascular diseases",-46.75
"Sterling County"," Texas",48431,"0500000US048431","Cardiovascular diseases",-36.46
"Stonewall County"," Texas",48433,"0500000US048433","Cardiovascular diseases",-41.32
"Sutton County"," Texas",48435,"0500000US048435","Cardiovascular diseases",-50.22
"Swisher County"," Texas",48437,"0500000US048437","Cardiovascular diseases",-50.32
"Tarrant County"," Texas",48439,"0500000US048439","Cardiovascular diseases",-50.55
"Taylor County"," Texas",48441,"0500000US048441","Cardiovascular diseases",-36.69
"Terrell County"," Texas",48443,"0500000US048443","Cardiovascular diseases",-38.46
"Terry County"," Texas",48445,"0500000US048445","Cardiovascular diseases",-27.31
"Throckmorton County"," Texas",48447,"0500000US048447","Cardiovascular diseases",-43.36
"Titus County"," Texas",48449,"0500000US048449","Cardiovascular diseases",-47.15
"Tom Green County"," Texas",48451,"0500000US048451","Cardiovascular diseases",-45.4
"Travis County"," Texas",48453,"0500000US048453","Cardiovascular diseases",-55.21
"Trinity County"," Texas",48455,"0500000US048455","Cardiovascular diseases",-29.71
"Tyler County"," Texas",48457,"0500000US048457","Cardiovascular diseases",-32.94
"Upshur County"," Texas",48459,"0500000US048459","Cardiovascular diseases",-26.48
"Upton County"," Texas",48461,"0500000US048461","Cardiovascular diseases",-33.74
"Uvalde County"," Texas",48463,"0500000US048463","Cardiovascular diseases",-39.35
"Val Verde County"," Texas",48465,"0500000US048465","Cardiovascular diseases",-50.51
"Van Zandt County"," Texas",48467,"0500000US048467","Cardiovascular diseases",-35.83
"Victoria County"," Texas",48469,"0500000US048469","Cardiovascular diseases",-49.63
"Walker County"," Texas",48471,"0500000US048471","Cardiovascular diseases",-32.32
"Waller County"," Texas",48473,"0500000US048473","Cardiovascular diseases",-34.55
"Ward County"," Texas",48475,"0500000US048475","Cardiovascular diseases",-30.84
"Washington County"," Texas",48477,"0500000US048477","Cardiovascular diseases",-45.49
"Webb County"," Texas",48479,"0500000US048479","Cardiovascular diseases",-41.94
"Wharton County"," Texas",48481,"0500000US048481","Cardiovascular diseases",-40.5
"Wheeler County"," Texas",48483,"0500000US048483","Cardiovascular diseases",-29
"Wichita County"," Texas",48485,"0500000US048485","Cardiovascular diseases",-29.23
"Wilbarger County"," Texas",48487,"0500000US048487","Cardiovascular diseases",-25.79
"Willacy County"," Texas",48489,"0500000US048489","Cardiovascular diseases",-55.72
"Williamson County"," Texas",48491,"0500000US048491","Cardiovascular diseases",-64.51
"Wilson County"," Texas",48493,"0500000US048493","Cardiovascular diseases",-42.43
"Winkler County"," Texas",48495,"0500000US048495","Cardiovascular diseases",-17.86
"Wise County"," Texas",48497,"0500000US048497","Cardiovascular diseases",-31.12
"Wood County"," Texas",48499,"0500000US048499","Cardiovascular diseases",-38.44
"Yoakum County"," Texas",48501,"0500000US048501","Cardiovascular diseases",-45.64
"Young County"," Texas",48503,"0500000US048503","Cardiovascular diseases",-28.86
"Zapata County"," Texas",48505,"0500000US048505","Cardiovascular diseases",-32.62
"Zavala County"," Texas",48507,"0500000US048507","Cardiovascular diseases",-37.03
"Beaver County"," Utah",49001,"0500000US049001","Cardiovascular diseases",-31.24
"Box Elder County"," Utah",49003,"0500000US049003","Cardiovascular diseases",-36.88
"Cache County"," Utah",49005,"0500000US049005","Cardiovascular diseases",-44.85
"Carbon County"," Utah",49007,"0500000US049007","Cardiovascular diseases",-22.94
"Daggett County"," Utah",49009,"0500000US049009","Cardiovascular diseases",-51.38
"Davis County"," Utah",49011,"0500000US049011","Cardiovascular diseases",-42.67
"Duchesne County"," Utah",49013,"0500000US049013","Cardiovascular diseases",-46.67
"Emery County"," Utah",49015,"0500000US049015","Cardiovascular diseases",-37.54
"Garfield County"," Utah",49017,"0500000US049017","Cardiovascular diseases",-46.01
"Grand County"," Utah",49019,"0500000US049019","Cardiovascular diseases",-45.58
"Iron County"," Utah",49021,"0500000US049021","Cardiovascular diseases",-34.22
"Juab County"," Utah",49023,"0500000US049023","Cardiovascular diseases",-31.83
"Kane County"," Utah",49025,"0500000US049025","Cardiovascular diseases",-34.72
"Millard County"," Utah",49027,"0500000US049027","Cardiovascular diseases",-36.09
"Morgan County"," Utah",49029,"0500000US049029","Cardiovascular diseases",-53.59
"Piute County"," Utah",49031,"0500000US049031","Cardiovascular diseases",-39.96
"Rich County"," Utah",49033,"0500000US049033","Cardiovascular diseases",-49.55
"Salt Lake County"," Utah",49035,"0500000US049035","Cardiovascular diseases",-42.83
"San Juan County"," Utah",49037,"0500000US049037","Cardiovascular diseases",-48.48
"Sanpete County"," Utah",49039,"0500000US049039","Cardiovascular diseases",-39.73
"Sevier County"," Utah",49041,"0500000US049041","Cardiovascular diseases",-31.02
"Summit County"," Utah",49043,"0500000US049043","Cardiovascular diseases",-51.39
"Tooele County"," Utah",49045,"0500000US049045","Cardiovascular diseases",-45.06
"Uintah County"," Utah",49047,"0500000US049047","Cardiovascular diseases",-44.69
"Utah County"," Utah",49049,"0500000US049049","Cardiovascular diseases",-39.5
"Wasatch County"," Utah",49051,"0500000US049051","Cardiovascular diseases",-52.29
"Washington County"," Utah",49053,"0500000US049053","Cardiovascular diseases",-46.65
"Wayne County"," Utah",49055,"0500000US049055","Cardiovascular diseases",-37.09
"Weber County"," Utah",49057,"0500000US049057","Cardiovascular diseases",-39.84
"Addison County"," Vermont",50001,"0500000US050001","Cardiovascular diseases",-55.65
"Bennington County"," Vermont",50003,"0500000US050003","Cardiovascular diseases",-47.33
"Caledonia County"," Vermont",50005,"0500000US050005","Cardiovascular diseases",-50.55
"Chittenden County"," Vermont",50007,"0500000US050007","Cardiovascular diseases",-62.23
"Essex County"," Vermont",50009,"0500000US050009","Cardiovascular diseases",-56.83
"Franklin County"," Vermont",50011,"0500000US050011","Cardiovascular diseases",-55.7
"Grand Isle County"," Vermont",50013,"0500000US050013","Cardiovascular diseases",-59.61
"Lamoille County"," Vermont",50015,"0500000US050015","Cardiovascular diseases",-50.12
"Orange County"," Vermont",50017,"0500000US050017","Cardiovascular diseases",-47.82
"Orleans County"," Vermont",50019,"0500000US050019","Cardiovascular diseases",-46.93
"Rutland County"," Vermont",50021,"0500000US050021","Cardiovascular diseases",-54.74
"Washington County"," Vermont",50023,"0500000US050023","Cardiovascular diseases",-50.57
"Windham County"," Vermont",50025,"0500000US050025","Cardiovascular diseases",-48.7
"Windsor County"," Vermont",50027,"0500000US050027","Cardiovascular diseases",-50.59
"Accomack County"," Virginia",51001,"0500000US051001","Cardiovascular diseases",-49.84
"Albemarle County"," Virginia",51003,"0500000US051003","Cardiovascular diseases",-61.57
"Alexandria City"," Virginia",51510,"0500000US051510","Cardiovascular diseases",-57.88
"Alleghany County"," Virginia",51005,"0500000US051005","Cardiovascular diseases",-46.3
"Amelia County"," Virginia",51007,"0500000US051007","Cardiovascular diseases",-50.6
"Amherst County"," Virginia",51009,"0500000US051009","Cardiovascular diseases",-52.17
"Appomattox County"," Virginia",51011,"0500000US051011","Cardiovascular diseases",-41.16
"Arlington County"," Virginia",51013,"0500000US051013","Cardiovascular diseases",-56.02
"Augusta County"," Virginia",51015,"0500000US051015","Cardiovascular diseases",-53.77
"Bath County"," Virginia",51017,"0500000US051017","Cardiovascular diseases",-50.16
"Bedford County"," Virginia",51019,"0500000US051019","Cardiovascular diseases",-53.3
"Bland County"," Virginia",51021,"0500000US051021","Cardiovascular diseases",-39.18
"Botetourt County"," Virginia",51023,"0500000US051023","Cardiovascular diseases",-51.08
"Bristol City"," Virginia",51520,"0500000US051520","Cardiovascular diseases",-35.14
"Brunswick County"," Virginia",51025,"0500000US051025","Cardiovascular diseases",-44.58
"Buchanan County"," Virginia",51027,"0500000US051027","Cardiovascular diseases",-45.76
"Buckingham County"," Virginia",51029,"0500000US051029","Cardiovascular diseases",-46.02
"Buena Vista City"," Virginia",51530,"0500000US051530","Cardiovascular diseases",-63.12
"Campbell County"," Virginia",51031,"0500000US051031","Cardiovascular diseases",-51.61
"Caroline County"," Virginia",51033,"0500000US051033","Cardiovascular diseases",-49.29
"Carroll County"," Virginia",51035,"0500000US051035","Cardiovascular diseases",-39.48
"Charles City County"," Virginia",51036,"0500000US051036","Cardiovascular diseases",-58.36
"Charlotte County"," Virginia",51037,"0500000US051037","Cardiovascular diseases",-44.52
"Charlottesville City"," Virginia",51540,"0500000US051540","Cardiovascular diseases",-61.57
"Chesapeake City"," Virginia",51550,"0500000US051550","Cardiovascular diseases",-59.14
"Chesterfield County"," Virginia",51041,"0500000US051041","Cardiovascular diseases",-55.02
"Clarke County"," Virginia",51043,"0500000US051043","Cardiovascular diseases",-54.27
"Colonial Heights City"," Virginia",51570,"0500000US051570","Cardiovascular diseases",-51.56
"Covington City"," Virginia",51580,"0500000US051580","Cardiovascular diseases",-41.45
"Craig County"," Virginia",51045,"0500000US051045","Cardiovascular diseases",-52.7
"Culpeper County"," Virginia",51047,"0500000US051047","Cardiovascular diseases",-47.64
"Cumberland County"," Virginia",51049,"0500000US051049","Cardiovascular diseases",-49.47
"Danville City"," Virginia",51590,"0500000US051590","Cardiovascular diseases",-40.78
"Dickenson County"," Virginia",51051,"0500000US051051","Cardiovascular diseases",-45.01
"Dinwiddie County"," Virginia",51053,"0500000US051053","Cardiovascular diseases",-44.78
"Emporia City"," Virginia",51595,"0500000US051595","Cardiovascular diseases",-34.8
"Essex County"," Virginia",51057,"0500000US051057","Cardiovascular diseases",-44.34
"Fairfax City"," Virginia",51600,"0500000US051600","Cardiovascular diseases",-62.08
"Fairfax County"," Virginia",51059,"0500000US051059","Cardiovascular diseases",-62.08
"Falls Church City"," Virginia",51610,"0500000US051610","Cardiovascular diseases",-61.86
"Fauquier County"," Virginia",51061,"0500000US051061","Cardiovascular diseases",-58.65
"Floyd County"," Virginia",51063,"0500000US051063","Cardiovascular diseases",-42.01
"Fluvanna County"," Virginia",51065,"0500000US051065","Cardiovascular diseases",-60.3
"Franklin City"," Virginia",51620,"0500000US051620","Cardiovascular diseases",-45.64
"Franklin County"," Virginia",51067,"0500000US051067","Cardiovascular diseases",-47.86
"Frederick County"," Virginia",51069,"0500000US051069","Cardiovascular diseases",-60.77
"Fredericksburg City"," Virginia",51630,"0500000US051630","Cardiovascular diseases",-55.3
"Galax City"," Virginia",51640,"0500000US051640","Cardiovascular diseases",-40.37
"Giles County"," Virginia",51071,"0500000US051071","Cardiovascular diseases",-40.28
"Gloucester County"," Virginia",51073,"0500000US051073","Cardiovascular diseases",-46.75
"Goochland County"," Virginia",51075,"0500000US051075","Cardiovascular diseases",-58.7
"Grayson County"," Virginia",51077,"0500000US051077","Cardiovascular diseases",-46.17
"Greene County"," Virginia",51079,"0500000US051079","Cardiovascular diseases",-60.57
"Greensville County"," Virginia",51081,"0500000US051081","Cardiovascular diseases",-34.8
"Halifax County"," Virginia",51083,"0500000US051083","Cardiovascular diseases",-41.99
"Hampton City"," Virginia",51650,"0500000US051650","Cardiovascular diseases",-44.45
"Hanover County"," Virginia",51085,"0500000US051085","Cardiovascular diseases",-55.43
"Harrisonburg City"," Virginia",51660,"0500000US051660","Cardiovascular diseases",-56.6
"Henrico County"," Virginia",51087,"0500000US051087","Cardiovascular diseases",-53.34
"Henry County"," Virginia",51089,"0500000US051089","Cardiovascular diseases",-32.15
"Highland County"," Virginia",51091,"0500000US051091","Cardiovascular diseases",-58.14
"Hopewell City"," Virginia",51670,"0500000US051670","Cardiovascular diseases",-34.95
"Isle of Wight County"," Virginia",51093,"0500000US051093","Cardiovascular diseases",-54.55
"James City County"," Virginia",51095,"0500000US051095","Cardiovascular diseases",-58.13
"King George County"," Virginia",51099,"0500000US051099","Cardiovascular diseases",-58.7
"King William County"," Virginia",51101,"0500000US051101","Cardiovascular diseases",-49.18
"King and Queen County"," Virginia",51097,"0500000US051097","Cardiovascular diseases",-56.83
"Lancaster County"," Virginia",51103,"0500000US051103","Cardiovascular diseases",-48.41
"Lee County"," Virginia",51105,"0500000US051105","Cardiovascular diseases",-37.41
"Lexington City"," Virginia",51678,"0500000US051678","Cardiovascular diseases",-53.74
"Loudoun County"," Virginia",51107,"0500000US051107","Cardiovascular diseases",-69.21
"Louisa County"," Virginia",51109,"0500000US051109","Cardiovascular diseases",-54.21
"Lunenburg County"," Virginia",51111,"0500000US051111","Cardiovascular diseases",-47.83
"Lynchburg City"," Virginia",51680,"0500000US051680","Cardiovascular diseases",-42.46
"Madison County"," Virginia",51113,"0500000US051113","Cardiovascular diseases",-50.11
"Manassas City"," Virginia",51683,"0500000US051683","Cardiovascular diseases",-64.65
"Manassas Park City"," Virginia",51685,"0500000US051685","Cardiovascular diseases",-64.65
"Martinsville City"," Virginia",51690,"0500000US051690","Cardiovascular diseases",-26.98
"Mathews County"," Virginia",51115,"0500000US051115","Cardiovascular diseases",-42.42
"Mecklenburg County"," Virginia",51117,"0500000US051117","Cardiovascular diseases",-45.33
"Middlesex County"," Virginia",51119,"0500000US051119","Cardiovascular diseases",-49.27
"Montgomery County"," Virginia",51121,"0500000US051121","Cardiovascular diseases",-49.33
"Nelson County"," Virginia",51125,"0500000US051125","Cardiovascular diseases",-56.48
"New Kent County"," Virginia",51127,"0500000US051127","Cardiovascular diseases",-57
"Newport News City"," Virginia",51700,"0500000US051700","Cardiovascular diseases",-56.77
"Norfolk City"," Virginia",51710,"0500000US051710","Cardiovascular diseases",-48.17
"Northampton County"," Virginia",51131,"0500000US051131","Cardiovascular diseases",-49.61
"Northumberland County"," Virginia",51133,"0500000US051133","Cardiovascular diseases",-56.59
"Norton City"," Virginia",51720,"0500000US051720","Cardiovascular diseases",-52.45
"Nottoway County"," Virginia",51135,"0500000US051135","Cardiovascular diseases",-33.85
"Orange County"," Virginia",51137,"0500000US051137","Cardiovascular diseases",-56.4
"Page County"," Virginia",51139,"0500000US051139","Cardiovascular diseases",-45.28
"Patrick County"," Virginia",51141,"0500000US051141","Cardiovascular diseases",-25.98
"Petersburg City"," Virginia",51730,"0500000US051730","Cardiovascular diseases",-32.13
"Pittsylvania County"," Virginia",51143,"0500000US051143","Cardiovascular diseases",-40.78
"Poquoson City"," Virginia",51735,"0500000US051735","Cardiovascular diseases",-43.93
"Portsmouth City"," Virginia",51740,"0500000US051740","Cardiovascular diseases",-43.55
"Powhatan County"," Virginia",51145,"0500000US051145","Cardiovascular diseases",-59.2
"Prince Edward County"," Virginia",51147,"0500000US051147","Cardiovascular diseases",-43.08
"Prince George County"," Virginia",51149,"0500000US051149","Cardiovascular diseases",-54.3
"Prince William County"," Virginia",51153,"0500000US051153","Cardiovascular diseases",-64.65
"Pulaski County"," Virginia",51155,"0500000US051155","Cardiovascular diseases",-25.71
"Radford City"," Virginia",51750,"0500000US051750","Cardiovascular diseases",-44.96
"Rappahannock County"," Virginia",51157,"0500000US051157","Cardiovascular diseases",-56.59
"Richmond City"," Virginia",51760,"0500000US051760","Cardiovascular diseases",-44.17
